content,score,sentiment,polarity,textblob_sentiment,textblob_polarity,textblob_subject,vader_compound,vader_neg,vader_neu,vader_pos,clean_content,clean_vader_compound,clean_vader_neg,clean_vader_neu,clean_vader_pos,clean_textblob_sentiment,clean_textblob_polarity,clean_textblob_subject
"Please add an option to remove the JagoRameRame and Fintamin Games shortcuts on the homepage of the app, and an option to remove the Bibit button on the Kantong section of the app. With the addition of unremovable ads, I'm seriously considering withdrawing my funds and switching to a competing digital bank.",1,0,negative,"Sentiment(polarity=-0.16666666666666666, subjectivity=0.3333333333333333)",-0.166666667,0.333333333,0.1531,0.031,0.926,0.043,option game option button section serious withdraw fund switch digit bank,-0.0772,0.115,0.885,0,"Sentiment(polarity=-0.3666666666666667, subjectivity=0.5333333333333333)",-0.366666667,0.533333333
"The app is fine, though it's buggy sometimes. The customer service (TanyaJago) is what gives it a 1 star rating. My complaint has gone on for two weeks++ without any inkling of solution. Not that they do not respond to my complaint, but they never work on that, keep telling me to wait, wait, wait, wait again ""your problem is still being checked by our team"", wait, wait, and I don't know for how long. I think I'm gonna change my bank when I go back to Indonesia.",1,0,negative,"Sentiment(polarity=-0.046666666666666655, subjectivity=0.25999999999999995)",-0.046666667,0.26,-0.5719,0.073,0.894,0.033,fine though custom give star rate complaint gone week without respond complaint never work keep tell wait wait wait wait problem still check team wait wait know long think gon na chang bank back,-0.2987,0.127,0.777,0.096,"Sentiment(polarity=-0.046666666666666655, subjectivity=0.25999999999999995)",-0.046666667,0.26
"Says i have to update the app eventho i HAVE updated it. Cant access it now. Not to mention i lost 120k due to debit error. Smh. Edit: can access it now. But still haven't received the money i lost. I have contacted you guys thru email but they only told me to wait, and nothing happens until now",1,0,negative,"Sentiment(polarity=-0.0625, subjectivity=0.6875)",-0.0625,0.6875,-0.7269,0.128,0.872,0,say cant access mention lost debit error edit access still money lost contact guy told wait happen,-0.4657,0.239,0.668,0.094,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Cannot finish selfie verification. The circle is doing nothing instead of taking photos.. This app developers prevent themself from new users. Genius! (edit: Now the selfie verif changed to video call verif. Why would I? Straight deleting this trash app. Big dissappointment!),1,0,negative,"Sentiment(polarity=0.12348484848484849, subjectivity=0.3181818181818182)",0.123484848,0.318181818,0.3786,0,0.918,0.082,finish instead take photo develop prevent user edit chang video call would straight trash,0.25,0,0.8,0.2,"Sentiment(polarity=0.2, subjectivity=0.4)",0.2,0.4
"""Something went wrong"". No error handling like shortcut to contact CS. Seriously? The jargon Digital and Millenials are just front-end. It's still collonial and fossils in the back-end. Just like any other conventional banks.",1,0,negative,"Sentiment(polarity=-0.2202380952380952, subjectivity=0.4597619047619047)",-0.220238095,0.459761905,0.3523,0.117,0.706,0.177,went wrong error like contact serious jargon digit front still fossil back like convent bank,-0.2732,0.321,0.452,0.226,"Sentiment(polarity=-0.27777777777777773, subjectivity=0.5222222222222223)",-0.277777778,0.522222222
"Jesus on a stick! Why is this app so slow? Taking forever to show transaction history, even revealing card details took longer than the time to cook indomie. Slow af!",1,0,negative,"Sentiment(polarity=-0.3375, subjectivity=0.39999999999999997)",-0.3375,0.4,0,0,1,0,stick slow take show transact even reveal card detail took longer time cook slow,0,0,1,0,"Sentiment(polarity=-0.30000000000000004, subjectivity=0.39999999999999997)",-0.3,0.4
"Can't verify code, can't set a password, clicking a button = open virtual keyboard (facepalm, not sure why it could't submit the data). Overall I cannot register an account in the first place.",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.4305555555555555)",0,0.430555556,-0.2411,0.058,0.942,0,code password click button open virtual keyboard sure could submit data account first place,0.3182,0,0.85,0.15,"Sentiment(polarity=0.25, subjectivity=0.5740740740740741)",0.25,0.574074074
"Application reliability issues, still became very weak points. Already happened twice this month, suddenly fingerprint, pin and password error, cant login the apps.",1,0,negative,"Sentiment(polarity=-0.24375000000000002, subjectivity=0.65625)",-0.24375,0.65625,-0.7089,0.219,0.781,0,still veri weak point happen twice month fingerprint password error cant login,-0.6808,0.359,0.641,0,"Sentiment(polarity=-0.375, subjectivity=0.625)",-0.375,0.625
UI/UX and Function is good .. but performance OMG.. suck. Please update the aplication. Its getting worse and take too long for every transaction.even responce time in minutes not in second. You have to make any baseline by check onother mobile banking as comparasion with ur app,1,0,negative,"Sentiment(polarity=0.062499999999999986, subjectivity=0.4)",0.0625,0.4,-0.6249,0.143,0.769,0.088,function good perform suck get take long transact even time second make check bank,0,0.163,0.674,0.163,"Sentiment(polarity=0.21666666666666665, subjectivity=0.3333333333333333)",0.216666667,0.333333333
"As per 23 July '21 the apps forcing to update to latest version. It redirects to the google play when tap. The main concern is according google play what I have installed is already the latest 5.0.15 version updated on 21 July '21. Now I cannot use for transaction, blocked by update pop up in the apps.",1,0,negative,"Sentiment(polarity=0.38888888888888884, subjectivity=0.7111111111111111)",0.388888889,0.711111111,0.4019,0.034,0.887,0.079,latest version redirect play main concern accord play latest version transact block,0.2263,0.174,0.539,0.287,"Sentiment(polarity=0.38888888888888884, subjectivity=0.7111111111111111)",0.388888889,0.711111111
"Dissapointed with the complaint handling. When I want to unlock one of my jago's pocket on nov 2021, there is a bug / error during the process and it makes the money freezed. I've already reach jago through email & whatsapp since day 1 and it ends up with the inconsistent result until now.",1,0,negative,"Sentiment(polarity=-0.3, subjectivity=0.2)",-0.3,0.2,-0.5423,0.086,0.873,0.042,complaint want unlock pocket error dure process make money reach end result,-0.5423,0.32,0.523,0.157,"Sentiment(polarity=-0.3, subjectivity=0.2)",-0.3,0.2
"I cannot pass the registration phase because the app cannot recognise my E-KTP while I have uploaded THE CLEAR ONE without any glare on it. BUT the app kept telling me I failed to submit the E-KTP photo. I tried taking the photo like more than 10x, how can it always be failed?",1,0,negative,"Sentiment(polarity=-0.09999999999999999, subjectivity=0.37083333333333335)",-0.1,0.370833333,-0.6687,0.141,0.774,0.086,pass phase clear without glare kept tell fail submit photo tri take photo like alway fail,-0.4404,0.29,0.498,0.212,"Sentiment(polarity=-0.3, subjectivity=0.3277777777777777)",-0.3,0.327777778
"Stupid app!! Can not even pass the registration process, it stopped after I took a selfie then went on asking password ON A LOOP!!! I even reset password TWICE with different passwords, and it kept on asking for password OVER AND OVER AGAIN. Better change the name into BEGO app than JAGO! So unsafe for a banking app!!!",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.7000000000000001)",0,0.7,-0.5526,0.1,0.854,0.045,stupid even pass process stop took went ask password loop even reset password twice differ password kept ask password better chang name bego bank,-0.4019,0.19,0.712,0.098,"Sentiment(polarity=-0.14999999999999997, subjectivity=0.75)",-0.15,0.75
Sluggish and unresponsive. Moving money from one pocket to another always fails with the screen stuck without any notice.,1,0,negative,"Sentiment(polarity=-0.5, subjectivity=0.3)",-0.5,0.3,-0.7579,0.319,0.681,0,sluggish move money pocket alway fail screen stuck without,-0.802,0.577,0.423,0,"Sentiment(polarity=-0.5, subjectivity=0.29999999999999993)",-0.5,0.3
"Already use bank Jago for regular trx, so far OK, smooth and clean UI/UX. Yet, unfortunately facing these 2 issues 1. Trf to another bank account, it took days, data not sync on diff page in app 2. Trf from another bank to Jago, it's already D+2, it's not coming in. Call the CS, check the status need to wait the next working day, absolutely not acceptable",1,0,negative,"Sentiment(polarity=0.09583333333333334, subjectivity=0.5846153846153846)",0.095833333,0.584615385,-0.2359,0.065,0.897,0.038,bank regular smooth clean face bank account took day data sync page bank come call check need wait next work accept,0.6486,0,0.782,0.218,"Sentiment(polarity=0.19166666666666668, subjectivity=0.3192307692307692)",0.191666667,0.319230769
"Very dissapointed. I transferred money using jago to booked my reservation at restaurant and my reservation got cancelled because i need to wait the transfer process for almost 3 HOURS, and then the money still got transferred after the reservation was cancelled. Yea thanks jago u gave me really bad experience.",1,0,negative,"Sentiment(polarity=-0.09999999999999994, subjectivity=0.38888888888888884)",-0.1,0.388888889,-0.5984,0.135,0.815,0.05,veri transfer money use book restaur cancel need wait transfer process almost hour money still transfer cancel thank gave,-0.128,0.178,0.711,0.111,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"hello, I got rejected, gimme a break ð guess there's always a first time for everything. a complete total waste of time and internet quota. I suppose, I'll stick with TMRW and LineBank for now (their service is free without any limitations) ðð»",1,0,negative,"Sentiment(polarity=0.11000000000000001, subjectivity=0.45666666666666667)",0.11,0.456666667,-0.4754,0.129,0.805,0.066,hello reject gim break guess alway first time total wast time quota stick free without limit,0.1531,0.135,0.7,0.165,"Sentiment(polarity=0.21666666666666667, subjectivity=0.6277777777777778)",0.216666667,0.627777778
"There's a bug. Always showing ""there's something wrong, please try again"", and whenever i put the otp for email verification it's said ""sorry, bla bla bla"" which i hate it because the otp that I enter is officially from jagi but it never accepting the otp. Bad one.",1,0,negative,"Sentiment(polarity=-0.625, subjectivity=0.8666666666666666)",-0.625,0.866666667,-0.8867,0.231,0.74,0.029,alway show wrong said hate enter never accept,-0.8395,0.642,0.358,0,"Sentiment(polarity=-0.65, subjectivity=0.9)",-0.65,0.9
"Technical problems, couldn't get the promo rewards. Customer Service team did not explain in details to the problems I've encountered.",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.1)",0,0.1,-0.3182,0.212,0.667,0.122,technic problem reward custom team explain detail problem,-0.1779,0.383,0.355,0.262,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Bruh was expecting this to be better than some other apps, was good at first but then imagine cant open the app when u need it, its a bank, geez, u do realize how important it is to be able to access your account right, such a let down, big no.",1,0,negative,"Sentiment(polarity=0.2141053391053391, subjectivity=0.48708513708513707)",0.214105339,0.487085137,0.6249,0,0.887,0.113,expect better good first cant open need bank import access account right,0.7003,0,0.633,0.367,"Sentiment(polarity=0.34714285714285714, subjectivity=0.4938095238095238)",0.347142857,0.493809524
